chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_003,107,Ahol,LABEL_3,sedih,0.5149040222167969,"Dengan kelincahan seorang Rogue, ia memanjat tubuh berbatu Ahol menggunakan belati dualnya sebagai pengait."
chapter_003,108,Sylvia,LABEL_2,senang,0.9942331910133362,"Dalam hitungan detik, ia sudah sampai di area dada yang telah rapuh karena sihir ganda Sylvia."
chapter_003,111,RangRang,LABEL_1,takut,0.49114543199539185,RangRang berteriak.
chapter_003,113,RangRang,LABEL_2,senang,0.7475542426109314,Kedua belati RangRang bergerak seperti kilat hitam.
chapter_003,116,Ahol,LABEL_2,senang,0.6004619598388672,Ahol mengeluarkan raungan ultrasonik yang begitu kuat hingga menciptakan gelombang kejut di lautan lava di bawah mereka.
chapter_003,117,Ahol,LABEL_4,terkejut,0.7985073328018188,"HP Ahol yang tadinya hampir penuh, kini terlihat berkurang satu bar signifikan—turun ke angka 80%."
chapter_003,119,Ahol,LABEL_2,senang,0.8892449736595154,"BanyuKandhi bersorak dari pilar batunya, sambil terus menghujani sendi sayap Ahol dengan panah-panahnya."
chapter_003,119,BanyuKandhi,LABEL_2,senang,0.8892449736595154,"BanyuKandhi bersorak dari pilar batunya, sambil terus menghujani sendi sayap Ahol dengan panah-panahnya."
chapter_003,121,Ahol,LABEL_3,sedih,0.9902651309967041,Ahol tiba-tiba mengepakkan tiga pasang sayapnya sekaligus dengan tenaga luar biasa.
chapter_003,123,WiraMadha,LABEL_2,senang,0.6136546730995178,"""Wira!"
chapter_003,125,Sylvia,LABEL_4,terkejut,0.9739519357681274,seru Sylvia panik.
chapter_003,128,WiraMadha,LABEL_0,marah,0.6398312449455261,Wira memberi peringatan keras.
chapter_003,130,WiraMadha,LABEL_2,senang,0.9492741227149963,"Fase 1 telah berakhir dengan kemenangan kecil bagi party WiraMadha, namun mereka tahu, sang Tirani Abu baru saja mulai menunjukkan kemarahan sejatinya."
chapter_003,132,Ahol,LABEL_3,sedih,0.6922681331634521,"[Log Pertempuran Chapter 23]:

Ahol HP: 80% (Phase 1 Clear)"
