chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_247,134,Velda,LABEL_2,senang,0.610481321811676,"Selain menganalisis kemampuan di dalam Velda, dia terus-menerus memikirkan rencana apa yang harus dilakukan untuk membunuh makhluk paling kuat yang mampu menandinginya."
chapter_247,135,Tuan Rimuru,LABEL_2,senang,0.7500587701797485,Dia tidak membekukan waktu dan membatasi kemampuan Rimuru hanya untuk menempatkan dirinya pada posisi yang menguntungkan.
chapter_247,136,Tuan Rimuru,LABEL_2,senang,0.7737001776695251,"Jika ada, tujuan Yuuki adalah membuat Rimuru percaya bahwa itulah sebabnya dia melakukannya."
chapter_247,136,Yuuki,LABEL_2,senang,0.7737001776695251,"Jika ada, tujuan Yuuki adalah membuat Rimuru percaya bahwa itulah sebabnya dia melakukannya."
chapter_247,137,Yuuki,LABEL_2,senang,0.987701952457428,"Tujuan sebenarnya untuk menghentikan waktu tidak sekecil itu–

“Kau terlalu mudah Yuuki."
chapter_247,138,Tuan Rimuru,LABEL_2,senang,0.9922735095024109,Aku ke kamu sekarang.
chapter_247,140,Tuan Rimuru,LABEL_2,senang,0.7569894790649414,"Tampaknya Rimuru telah selesai menganalisis sihir primitif seperti, tidak, jauh lebih cepat dari yang diperkirakan Yuuki."
chapter_247,140,Yuuki,LABEL_2,senang,0.7569894790649414,"Tampaknya Rimuru telah selesai menganalisis sihir primitif seperti, tidak, jauh lebih cepat dari yang diperkirakan Yuuki."
chapter_247,141,Tuan Rimuru,LABEL_2,senang,0.9632733464241028,Api primitif yang baru saja Yuuki keluarkan tanpa nyanyian sekarang dibekukan oleh Rimuru.
chapter_247,141,Yuuki,LABEL_2,senang,0.9632733464241028,Api primitif yang baru saja Yuuki keluarkan tanpa nyanyian sekarang dibekukan oleh Rimuru.
chapter_247,142,Yuuki,LABEL_2,senang,0.9938704967498779,Kehendak Yuuki dibatalkan oleh pertarungan antara api dan es ini.
chapter_247,143,Yuuki,LABEL_3,sedih,0.5134106874465942,"Tidak ada yang bisa dilakukan selain tertawa, pikir Yuuki."
chapter_247,145,Yuuki,LABEL_2,senang,0.9211810231208801,"Namun, bahkan ini sesuai dengan rencana Yuuki."
chapter_247,148,Tuan Rimuru,LABEL_2,senang,0.9931778907775879,"Lagi pula, meski hanya sesaat, dia berhasil mengalihkan kesadaran Rimuru."
chapter_247,149,Tuan Rimuru,LABEL_2,senang,0.9961695075035095,–Aku telah menunggu saat ini!!–
chapter_247,150,Yuuki,LABEL_3,sedih,0.6425132155418396,laporkan iklan ini Yuuki menyeringai.
chapter_247,151,Tuan Rimuru,LABEL_2,senang,0.9807985424995422,"Dan saat dia bentrok dengan Rimuru sekali lagi dengan seluruh kekuatannya, dia memasuki fase terakhir dari rencana pertarungannya."
chapter_247,153,Tuan Rimuru,LABEL_2,senang,0.6557018160820007,"Tentu saja, sekarang Rimuru mengerti sihir primitif, dia bisa mengaktifkan sihirnya sendiri untuk membatalkannya sebagai balasannya."
chapter_247,155,Tuan Rimuru,LABEL_0,marah,0.8267293572425842,"Aku tahu bahwa Rimuru akan mengambil tindakan yang tepat, semua sesuai dengan naskahnya.)"
chapter_247,156,Yuuki,LABEL_2,senang,0.989082932472229,"Yuuki cukup puas, tetapi pada saat yang sama merasakan sedikit perasaan hampa juga."
chapter_247,159,Yuuki,LABEL_2,senang,0.9900062680244446,"Yuuki merasakan sentimen seperti itu di dalam hatinya, tetapi dia melepaskan kartu truf terakhirnya sebelum dia bisa memahaminya."
chapter_247,160,Tuan Rimuru,LABEL_2,senang,0.9945828318595886,"Pada akhirnya, Yuuki dan Rimuru hanyalah musuh."
chapter_247,160,Yuuki,LABEL_2,senang,0.9945828318595886,"Pada akhirnya, Yuuki dan Rimuru hanyalah musuh."
chapter_247,161,Tuan Rimuru,LABEL_2,senang,0.7783942222595215,"Pada saat yang sama Rimuru mengaktifkan pembatalan sihir, Yuuki mengaktifkan perangkat yang telah dipasang di lengan buatan kirinya."
chapter_247,161,Yuuki,LABEL_2,senang,0.7783942222595215,"Pada saat yang sama Rimuru mengaktifkan pembatalan sihir, Yuuki mengaktifkan perangkat yang telah dipasang di lengan buatan kirinya."
chapter_247,162,Tuan Rimuru,LABEL_2,senang,0.7823055386543274,"Lengannya berubah dengan mulus, dan dia mengarahkan lingkaran sihir yang diukir ke Rimuru dan menembak."
chapter_247,167,Tuan Rimuru,LABEL_2,senang,0.931959331035614,"Dan dengan energi yang tak terukur ini, ia telah membawa Rimuru pergi ke 'akhir ruang-waktu.'"
chapter_247,168,Tuan Rimuru,LABEL_2,senang,0.9417138695716858,"Sebagai kontinum ruang-waktu, bahkan tubuh klon terkait benar-benar dicabut bersama dengan Rimuru…

Seandainya 'Koridor Jiwa' tidak ditutup, maka bawahan Rimuru dan bahkan Velgrynd mungkin menjadi sasaran sihir."
chapter_247,168,Velgrynd,LABEL_2,senang,0.9417138695716858,"Sebagai kontinum ruang-waktu, bahkan tubuh klon terkait benar-benar dicabut bersama dengan Rimuru…

Seandainya 'Koridor Jiwa' tidak ditutup, maka bawahan Rimuru dan bahkan Velgrynd mungkin menjadi sasaran sihir."
chapter_247,171,Yuuki,LABEL_2,senang,0.5791112184524536,Tidak mungkin bagi Yuuki untuk mengaktifkan Chrono Saltation sendiri.
chapter_247,175,Yuuki,LABEL_3,sedih,0.5492440462112427,Apa yang Yuuki pasang ke lengan buatannya adalah teknik pamungkas yang sederhana.
chapter_247,179,Yuuki,LABEL_2,senang,0.9522968530654907,Itu bukan sesuatu yang Yuuki aktifkan hanya setelah mengetahui sihir apa yang akan dia gunakan.
chapter_247,182,Tuan Rimuru,LABEL_2,senang,0.7944139242172241,"Sekarang dia telah membatasi penggunaan sihir melalui pembekuan waktu, adalah mungkin baginya untuk memimpin Rimuru menggunakan sihir yang dia ingin dia gunakan."
chapter_247,183,Tuan Rimuru,LABEL_2,senang,0.4802396893501282,Sihir yang akan diaktifkan Rimuru sederhana dan mudah dimengerti.
chapter_247,185,Yuuki,LABEL_2,senang,0.870929479598999,"Jika dia mencoba menganalisis sihir yang diaktifkan Yuuki, dia tidak akan bisa menghentikannya."
chapter_247,186,Yuuki,LABEL_2,senang,0.8279943466186523,"Jika kamu mempertimbangkan margin waktu, dia harus membatalkan pada saat yang sama ketika Yuuki mengaktifkan sihirnya, atau itu akan terlambat."
chapter_247,187,Yuuki,LABEL_2,senang,0.9853801131248474,Itulah yang Yuuki pikirkan.
chapter_247,188,Tuan Rimuru,LABEL_1,takut,0.7172202467918396,"Jadi dia telah mengungkapkan kartu asnya kepada Rimuru untuk memancing pikirannya ke tempat yang dia inginkan, jadi dia akan bertindak seperti ini dalam situasi ini."
chapter_247,189,Tuan Rimuru,LABEL_2,senang,0.8615768551826477,"Dan seperti yang direncanakan Yuuki, Rimuru telah mengaktifkan sihirnya."
chapter_247,189,Yuuki,LABEL_2,senang,0.8615768551826477,"Dan seperti yang direncanakan Yuuki, Rimuru telah mengaktifkan sihirnya."
chapter_247,190,Tuan Rimuru,LABEL_2,senang,0.7935076951980591,"Semua itu melalui persiapan Yuuki, dan Rimuru telah bertindak sesuai tanpa menyadarinya."
chapter_247,190,Yuuki,LABEL_2,senang,0.7935076951980591,"Semua itu melalui persiapan Yuuki, dan Rimuru telah bertindak sesuai tanpa menyadarinya."
chapter_247,191,Yuuki,LABEL_2,senang,0.90056973695755,"Di atmosfer di mana energi tingkat Genesis bertabrakan dan bahkan gempa chrono terjadi, Yuuki telah menggunakan sihir ruang-waktu: Time Stop."
chapter_247,194,Yuuki,LABEL_2,senang,0.9686746597290039,"Namun, situasinya sedikit berbeda kali ini, karena sesuatu yang telah Yuuki atur."
chapter_247,195,Tuan Rimuru,LABEL_2,senang,0.9390896558761597,"Rimuru telah mengaktifkan sihirnya sehingga hanya berisi energi yang memiliki sifat berlawanan dengan sihir Yuuki, untuk meniadakannya."
chapter_247,195,Yuuki,LABEL_2,senang,0.9390896558761597,"Rimuru telah mengaktifkan sihirnya sehingga hanya berisi energi yang memiliki sifat berlawanan dengan sihir Yuuki, untuk meniadakannya."
chapter_247,196,Yuuki,LABEL_2,senang,0.9532005190849304,"Dan sihir itu dibalikkan melalui trik Yuuki, dan itu telah berubah menjadi sihir dengan energi yang sama persis dalam properti dan kuantitas."
chapter_247,202,Yuuki,LABEL_2,senang,0.8918474912643433,"Jika dia tidak bisa mengalahkannya, maka dia bisa menghadapinya di kemudian hari – itulah kesimpulan yang Yuuki dapatkan."
chapter_247,203,Tuan Rimuru,LABEL_2,senang,0.9624283313751221,"Rimuru, orang yang bisa menandingi dia – atau bahkan mungkin mengalahkannya – makhluk peringkat ultra ini, adalah kebodohan untuk melawannya secara langsung."
chapter_247,207,Yuuki,LABEL_3,sedih,0.8470187187194824,"Yuuki puas, dan senyum yang dia tunjukkan datang dari lubuk hatinya."
chapter_247,208,Tuan Rimuru,LABEL_2,senang,0.688364565372467,"◆◆◆

Pembekuan waktu dinonaktifkan pada saat yang sama ketika Rimuru menghilang."
chapter_247,211,Tuan Rimuru,LABEL_2,senang,0.9515220522880554,"Tapi, fakta bahwa Rimuru telah menghilang adalah satu hal yang mereka semua pahami dengan sangat jelas."
chapter_247,212,Tuan Rimuru,LABEL_4,terkejut,0.9215448498725891,"laporkan iklan ini

“Sekarang, aku memiliki kendala terbesar aku melakukan perjalanan kecil ke masa depan."
chapter_247,213,Tuan Rimuru,LABEL_1,takut,0.7918023467063904,aku kira kamu bisa mengatakan bahwa ini adalah skakmat. ”
chapter_247,214,Yuuki,LABEL_3,sedih,0.9884854555130005,Yuuki mengumumkan dengan senyum tipis.
chapter_247,215,Milim,LABEL_2,senang,0.9969010353088379,"Mendengar ini, Milim duduk di tanah dan menangis."
chapter_247,216,Milim,LABEL_2,senang,0.9946777820587158,"“Rimuru adalah… Rimuru telah menghilang…”

Saat Milim menggumamkan kesedihannya, Ramiris menjadi marah."
chapter_247,216,Ramiris,LABEL_2,senang,0.9946777820587158,"“Rimuru adalah… Rimuru telah menghilang…”

Saat Milim menggumamkan kesedihannya, Ramiris menjadi marah."
chapter_247,216,Tuan Rimuru,LABEL_2,senang,0.9946777820587158,"“Rimuru adalah… Rimuru telah menghilang…”

Saat Milim menggumamkan kesedihannya, Ramiris menjadi marah."
chapter_247,217,Tuan Rimuru,LABEL_2,senang,0.9539597630500793,"Sementara dia masih tidak menyadarinya, penampilannya tiba-tiba mulai berubah menjadi orang dewasa–

“Rimuru pasti akan baik-baik saja!"
chapter_247,218,Tuan Rimuru,LABEL_3,sedih,0.6712315678596497,Ayo kalahkan orang ini agar kita bisa segera memanggil Rimuru kembali kepada kita!”
chapter_247,219,Ramiris,LABEL_1,takut,0.8506489992141724,teriak Ramiris.
chapter_247,220,Milim,LABEL_2,senang,0.9853547811508179,Kekuatan kembali ke mata Milim ketika dia mendengar ini.
chapter_247,222,Ramiris,LABEL_3,sedih,0.9863417744636536,"Ayo lakukan ini, Ramiris!”"
chapter_247,225,Milim,LABEL_2,senang,0.5623049736022949,Milim berdiri lagi dengan kekuatan baru.
chapter_247,226,Yuuki,LABEL_2,senang,0.7373939752578735,"Bahkan Gaia, yang berada di bahunya, memelototi Yuuki."
chapter_247,227,Milim,LABEL_2,senang,0.4833754003047943,Dan di sebelah Milim adalah Ramiris yang kini telah tumbuh menjadi wanita cantik.
chapter_247,227,Ramiris,LABEL_2,senang,0.4833754003047943,Dan di sebelah Milim adalah Ramiris yang kini telah tumbuh menjadi wanita cantik.
chapter_247,230,Tuan Rimuru,LABEL_0,marah,0.576295793056488,"Dia tampak seperti monster yang sulit dipercaya, tetapi jika ini akan menjadi akhir kita, maka setidaknya akan menyenangkan untuk memberikan semua yang aku miliki. ”"
chapter_247,232,Guy,LABEL_2,senang,0.992531955242157,"Sudah lama, bukan, Guy?"
chapter_247,233,Tuan Rimuru,LABEL_2,senang,0.9928008317947388,"Aku tidak akan meninggalkanmu sampai akhir, kau tahu.”"
chapter_247,235,Tuan Rimuru,LABEL_2,senang,0.9648557305335999,aku ingin melihat bagaimana dunia telah berubah sejak aku memiliki kesempatan untuk bangkit dari kematian.
chapter_247,236,Tuan Rimuru,LABEL_1,takut,0.634751558303833,"Yah, aku kira itu tidak dapat membantu karena hal-hal menjadi seperti ini."
