chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_002,78,Sylvia,LABEL_2,senang,0.8050573468208313,"teriak Sylvia

Rere memutari party dan menyemburkan kabut penyembuhan."
chapter_002,78,Tetes Air Kehidupan-Rere,LABEL_2,senang,0.8050573468208313,"teriak Sylvia

Rere memutari party dan menyemburkan kabut penyembuhan."
chapter_002,81,Kelabang Agni,LABEL_2,senang,0.9327314496040344,Kelabang Agni yang marah mengarah pada Sylvia.
chapter_002,81,Sylvia,LABEL_2,senang,0.9327314496040344,Kelabang Agni yang marah mengarah pada Sylvia.
chapter_002,84,WiraMadha,LABEL_4,terkejut,0.6660372018814087,Wira menahan serangan tepat waktu.
chapter_002,88,WiraMadha,LABEL_3,sedih,0.7647479176521301,Ujar Wira.
chapter_002,92,Kelabang Agni,LABEL_2,senang,0.7046096920967102,"Heavy Slash jatuh di badan Kelabang Agni, membuatnya terkena status bleeding."
chapter_002,93,Kelabang Agni,LABEL_2,senang,0.9403122067451477,Kelabang Agni menjerit.
chapter_002,97,Sylvia,LABEL_2,senang,0.9702537059783936,"Salah satu shard biru terang jatuh di depan Sylvia:

[Essence Shard - Spirit Rain Boost +10%]

Sylvia memungutnya perlahan, menatapnya sejenak."
chapter_002,98,WiraMadha,LABEL_2,senang,0.6906677484512329,Wira hanya tersenyum kecil.
chapter_002,101,WiraMadha,LABEL_1,takut,0.9082416296005249,"ujar Wira ""Kalau kamu nggak tahan serangannya di depan, kami semua bisa wipeout."""
chapter_002,102,Sylvia,LABEL_1,takut,0.7429957985877991,"jawab Sylvia. """
chapter_002,105,WiraMadha,LABEL_2,senang,0.8813737034797668,ujar Wira agak kikuk.
chapter_002,108,Sylvia,LABEL_2,senang,0.9594405293464661,Tinggal Wira dan Sylvia.
chapter_002,108,WiraMadha,LABEL_2,senang,0.9594405293464661,Tinggal Wira dan Sylvia.
chapter_002,112,Sylvia,LABEL_2,senang,0.9930722117424011,Sylvia menatapnya.
chapter_002,116,Sylvia,LABEL_1,takut,0.97133868932724,"Kalau kamu nggak keberatan...""

Click...

[Sylvia has joined your Party.]"
